CASEID,recid,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,mar_110,mar_133,mar_134,mar_135,mar_137,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,sfc_01,sfc_02,sfc_03,sfc_04gr,sfc_05,sfc_06,sfc_07,sfc_08,sfc_09,smg_01,smg_02,ttlincg2,famincg2
   89,   89,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,4,4
   90,   90,96,96,96,6, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,10,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,3
   91,   91, 3,96,96,7, 8,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,3,3
   92,   92,96, 1,96,3, 1, 7, 3,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,2,3,1,4,6,2,6, 5,6, 5, 5, 6,3, 7,3,6
   93,   93, 4,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,2,1,1,3,6,6, 4,6, 4, 4, 4,4, 2,3,6
   94,   94,96,96,96,6, 7, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,1, 1,6,6,2,96,2,6,6,2,2,1,1,1,4,6,6, 5,6, 5, 5, 5,3, 2,1,6
   95,   95,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,2,2,1,1,3,6,6, 5,6, 5, 5, 6,2, 3,2,4
   96,   96,96,96,96,4, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,2,6,6, 5,6, 5, 5, 6,2,97,4,6
   97,   97,96,96,96,7, 8, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,3,5
   98,   98,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
   99,   99,96,96,96,6, 7, 3, 5,1,1,2,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,2
  100,  100,96, 2,96,3, 1, 5, 3,1,1,2,3,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,2,2,2,3,2,6,6, 1,1, 4, 4, 4,3, 1,4,6
  101,  101,96, 6,96,5, 4, 4, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,5,6,6, 4,6, 5, 4, 4,2, 3,6,6
  102,  102, 3,96,96,2, 1,96,96,1,6,6,0,1,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,1,1,0,1,1,0,4,3,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,2,2,2,3,3,6,6, 3,6, 5, 4, 6,3, 1,1,1
  103,  103, 1, 1,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,1,1,3,6,6, 3,6, 5, 5, 6,3, 5,3,6
  104,  104,96, 5,96,4, 3,12, 5,2,2,1,2,1,3,0,1,1,0,5,10,2,2,96,2,2,2,1,0,1,1,0,0,0,0,0,0,0,6,4,1, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,2,3,4,6,6, 5,6, 5, 5, 4,2, 2,3,3
  105,  105,99, 3,96,3, 2,13, 4,2,2,1,2,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,3,2,2,2,1,3,6,6, 3,6, 4, 4, 6,3, 1,3,5
  106,  106, 2,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,2
  107,  107,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,3,1,1,1,3,3,6,6, 5,6, 3, 3, 6,4, 1,4,6
  108,  108,96, 3,96,4, 2,13, 4,2,1,1,1,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,2,1,1,3,6,6, 5,6, 5, 4, 6,2, 5,2,6
  109,  109,96,96,96,2, 4, 8, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 8,1,2,6,96,1,2,1,6,6,2,1,6,6,6,6,96,6,96,96,96,4, 2,1,1
  110,  110,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,3,3
  111,  111,96,96,96,7, 9, 5, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,2
  112,  112,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 8,2,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 1,1,2
  113,  113,96, 3,96,3, 2, 2, 3,1,1,2,1,1,1,1,1,4,0,5,10,2,2,96,2,2,0,1,0,0,0,0,0,0,1,0,0,0,4,3,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,2,2,2,3,3,6,6, 3,6, 5, 5, 5,3, 2,3,5
  114,  114,96, 3,96,4, 2, 2, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,2,2,1,4,6,6, 4,6, 4, 4, 4,4, 3,3,5
  115,  115,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
  116,  116, 3,96,96,6, 8,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 3,2,6
  117,  117,96,96,96,6, 8,12, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,1,2
  118,  118,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,2
  119,  119,96,96,96,4, 6,13, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,2,2,2,2,5,6,6, 4,6, 5, 4, 5,4, 1,3,3
  120,  120,96,96,96,7, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,2,2
  121,  121, 1,96,96,6, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,3,3,2,3,6,6, 5,6, 5, 4, 6,1,96,2,2
  122,  122,96, 6,96,5, 3,96,96,2,6,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,2,1,3,5,6,6, 5,6, 4, 2, 2,3, 1,3,6
  123,  123,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2,97,1,1
  124,  124,96,96,96,7, 9,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,1,1
  125,  125,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
  126,  126,96, 5,96,4, 3, 3, 4,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,4, 1,6,6,3,96,2,6,6,3,3,3,3,4,6,1,2, 3,6, 4, 4, 6,4, 1,3,4
  127,  127,96, 6,96,5, 4,10, 5,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,2, 1,6,6,1,96,2,6,6,1,2,1,1,3,3,6,6, 6,6, 1, 6, 6,1,96,1,4
  128,  128, 3,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 8,2,6,1,96,2,6,6,2,1,2,2,3,1,6,6, 5,6, 4, 4, 6,3, 5,5,5
  129,  129,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,1
  130,  130,96,96,96,4, 5,96,96,2,4,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,5, 1,1,5,2,3,4,3,2,3,3,6,6, 4,6, 2, 2, 6,5, 3,3,3
  131,  131, 1,96,96,6, 6, 1, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,2, 8,2,6,2,96,1,3,6,1,2,1,1,2,4,6,6, 4,6, 5, 5, 6,2, 3,3,3
  132,  132,96,96,96,3, 4, 4, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,1,1,1,1,2,6,6, 5,6, 5, 5, 5,3, 1,3,6
  133,  133,96,96,96,6, 7, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,2,4
  134,  134,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,3,4,6,6, 2,3, 5, 4, 5,5, 3,4,4
  135,  135,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,3,3
  136,  136,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,1,1,2,2,4,6,2,6, 6,6, 5, 6, 3,4, 1,5,5
  137,  137,96,96, 3,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 4,1,4
  138,  138,96,96,96,5, 7,13, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,6
  139,  139,96,96, 4,3, 5, 7, 3,1,1,2,1,0,0,0,2,1,2,6, 5,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,2,2,3,3,1,3,6,6, 1,1, 4, 4, 4,3, 1,1,2
  140,  140, 1, 3,96,4, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,1,3,3,6,6, 5,6, 4, 3, 5,3, 3,3,3
  141,  141,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
  142,  142,96,96, 1,1, 2,96,96,1,6,6,0,2,0,0,2,1,1,4, 9,1,2,96,2,2,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2, 3,1,6,6,6,1, 2,6,6,4, 4,1,1,1,3,3,3,3,4,6,2,6, 4,6, 5, 1, 6,1,96,1,3
  143,  143,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
  144,  144, 3,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3,1,6,6,6,3, 1,6,6,2,96,1,1,2,1,3,3,3,1,3,6,6, 4,6, 4, 4, 4,4, 7,2,2
  145,  145,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 6,1,1
  146,  146,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,4,6
  147,  147,96, 1,96,3, 1,10, 3,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,2,2,2,1,2,6,6, 4,6, 4, 4, 4,3, 1,6,6
  148,  148,96, 6,96,6, 8,14, 7,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,3
  149,  149,96,96,96,3, 4,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,2,1,2,2,4,6,6, 5,6, 5, 5, 6,3, 5,3,3
  150,  150,96,96,96,5, 6, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,2,4
  151,  151,96,96,96,2, 3, 7, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,3,3,3,3,3,6,6, 4,6, 4, 4, 5,3, 1,3,5
  152,  152,96, 3,96,3, 2, 9, 3,2,1,1,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,5,2,2,3,2,2,1,5,6,6, 5,6, 3, 2, 2,3, 3,3,6
  153,  153,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2,2,1,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 2,1,1
  154,  154,96,96,96,6, 7, 4, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,99,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,3
  155,  155,96, 2,96,3, 1,12, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,2,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,3, 5,2,3
  156,  156,96,96,96,6, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,7,97,1,1
  157,  157,96,96,96,5, 6, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,2,1,2,6,6, 4,6, 5, 5, 5,2, 5,3,3
  158,  158, 1,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,2,2,6,2,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,3,3
  159,  159,98, 6,96,4, 3,14, 5,2,1,1,1,0,2,0,1,1,0,5, 4,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,9, 7,1,6,9,96,9,6,6,9,9,9,9,9,9,6,6,99,6,99,99,99,2,97,2,6
  160,  160,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
  161,  161,96, 2,96,2, 1,14, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 5,1,3
  162,  162, 1,96,96,3, 4, 7, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,5,2,2,3,3,3,1,2,6,6, 2,1, 4, 3, 4,3, 5,6,6
  163,  163,96,96, 3,1, 3,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,2,96,1,1,2,2,1,2,2,3,1,6,6, 3,6, 5, 5, 6,3, 7,1,6
  164,  164,96,96,96,2, 4, 6, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,3,96,2,6,6,2,3,3,3,3,5,6,6, 4,6, 2, 2, 2,4, 1,2,3
  165,  165,96,96, 4,1, 3,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2, 3,1,6,6,6,2, 1,6,6,3,96,1,1,2,3,2,3,2,2,3,6,6, 4,6, 5, 5, 6,2, 2,1,6
  166,  166,96,96,96,4, 6,13, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,1,6,3, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,4
  167,  167,96,96,96,3, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,2,2,3,6,6, 5,6, 5, 4, 5,3, 5,4,4
  168,  168,96,96,96,7, 8, 2, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,3
  169,  169,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,3,6,6, 4,6, 5, 5, 5,3, 2,2,2
  170,  170, 3,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,2,2
  171,  171,96, 4,96,3, 2, 6, 3,2,1,1,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,1,1,3,3,6,6, 5,6, 5, 5, 6,3, 5,4,6
  172,  172, 1,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,2,2
  173,  173, 2, 5,96,5, 3,96,96,1,1,6,0,0,2,0,1,1,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,1,4,4,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,5, 6,1,3
  174,  174, 2, 4,96,4, 2,96,96,2,5,6,0,0,1,0,1,4,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2, 4,2,2,1,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,1
  175,  175,96, 2,96,3, 1, 6, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,2, 1,6,1,6,96,1,5,2,6,6,2,2,6,6,6,6,96,6,96,96,96,5, 5,2,3
  176,  176,96, 5,96,4, 3, 6, 4,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 2,1,2
